Quest Name,Objective,Steps,Min Level,Max Level,First Step Position
Boss Hunter (pmcBot),"Spawn Point (263.9 17.3 -762.5)",1,15,99,"(263.9, 17.3, -762.5)"
Boss Hunter (pmcBot),"Spawn Point (-293.7 29.0 -199.7)",1,15,99,"(-293.7, 29.0, -199.7)"
Boss Hunter (pmcBot),"Spawn Point (-517.1 14.2 -160.3)",1,15,99,"(-517.1, 14.2, -160.3)"
Boss Hunter (pmcBot),"Spawn Point (-389.7 14.5 -423.3)",1,15,99,"(-389.7, 14.5, -423.3)"
Boss Hunter (pmcBot),"Spawn Point (-530.8 13.8 -404.1)",1,15,99,"(-530.8, 13.8, -404.1)"
Boss Hunter (pmcBot),"Spawn Point (102.6 7.2 -152.2)",1,15,99,"(102.6, 7.2, -152.2)"
Boss Hunter (pmcBot),"Spawn Point (-218.3 31.6 -202.2)",1,15,99,"(-218.3, 31.6, -202.2)"
Boss Hunter (pmcBot),"Spawn Point (242.9 1.5 -164.3)",1,15,99,"(242.9, 1.5, -164.3)"
Boss Hunter (pmcBot),"Spawn Point (-162.9 0.7 436.0)",1,15,99,"(-162.9, 0.7, 436.0)"
Boss Hunter (pmcBot),"Spawn Point (-60.3 18.9 -230.1)",1,15,99,"(-60.3, 18.9, -230.1)"
Boss Hunter (pmcBot),"Spawn Point (-277.3 30.9 -196.4)",1,15,99,"(-277.3, 30.9, -196.4)"
Boss Hunter (pmcBot),"Spawn Point (-346.5 -8.4 131.0)",1,15,99,"(-346.5, -8.4, 131.0)"
Boss Hunter (pmcBot),"Spawn Point (218.6 -12.3 279.4)",1,15,99,"(218.6, -12.3, 279.4)"
Boss Hunter (pmcBot),"Spawn Point (-140.0 30.8 -191.8)",1,15,99,"(-140.0, 30.8, -191.8)"
Boss Hunter (pmcBot),"Spawn Point (-147.9 31.1 -189.4)",1,15,99,"(-147.9, 31.1, -189.4)"
Boss Hunter (pmcBot),"Spawn Point (-2.3 -1.4 -74.6)",1,15,99,"(-2.3, -1.4, -74.6)"
Boss Hunter (pmcBot),"Spawn Point (-170.9 0.9 431.9)",1,15,99,"(-170.9, 0.9, 431.9)"
Boss Hunter (pmcBot),"Spawn Point (-440.0 15.5 -325.2)",1,15,99,"(-440.0, 15.5, -325.2)"
Boss Hunter (pmcBot),"Spawn Point (366.0 4.4 -8.9)",1,15,99,"(366.0, 4.4, -8.9)"
Boss Hunter (pmcBot),"Spawn Point (-298.3 0.1 205.7)",1,15,99,"(-298.3, 0.1, 205.7)"
Boss Hunter (pmcBot),"Spawn Point (268.7 17.5 -756.9)",1,15,99,"(268.7, 17.5, -756.9)"
Boss Hunter (exUsec),"Spawn Point (375.8 -1.1 -115.3)",1,15,99,"(375.8, -1.1, -115.3)"
Boss Hunter (exUsec),"Spawn Point (348.8 -0.9 -155.9)",1,15,99,"(348.8, -0.9, -155.9)"
Boss Hunter (exUsec),"Spawn Point (-517.3 14.9 -366.0)",1,15,99,"(-517.3, 14.9, -366.0)"
Boss Hunter (exUsec),"Spawn Point (-439.4 15.3 -334.7)",1,15,99,"(-439.4, 15.3, -334.7)"
Boss Hunter (exUsec),"Spawn Point (-416.2 12.9 -468.8)",1,15,99,"(-416.2, 12.9, -468.8)"
Boss Hunter (exUsec),"Spawn Point (318.8 -8.4 352.1)",1,15,99,"(318.8, -8.4, 352.1)"
Boss Hunter (exUsec),"Spawn Point (463.7 -12.2 115.7)",1,15,99,"(463.7, -12.2, 115.7)"
Boss Hunter (exUsec),"Spawn Point (101.1 15.6 -762.0)",1,15,99,"(101.1, 15.6, -762.0)"
Boss Hunter (exUsec),"Spawn Point (-203.6 1.1 417.3)",1,15,99,"(-203.6, 1.1, 417.3)"
Boss Hunter (exUsec),"Spawn Point (-153.0 0.4 434.8)",1,15,99,"(-153.0, 0.4, 434.8)"
Boss Hunter (exUsec),"Spawn Point (-103.4 23.2 -214.6)",1,15,99,"(-103.4, 23.2, -214.6)"
Boss Hunter (exUsec),"Spawn Point (104.0 17.6 -757.7)",1,15,99,"(104.0, 17.6, -757.7)"
Boss Hunter (exUsec),"Spawn Point (-414.2 16.7 -362.9)",1,15,99,"(-414.2, 16.7, -362.9)"
Boss Hunter (exUsec),"Spawn Point (157.5 24.4 -690.6)",1,15,99,"(157.5, 24.4, -690.6)"
Boss Hunter (exUsec),"Spawn Point (-155.2 -2.1 181.2)",1,15,99,"(-155.2, -2.1, 181.2)"
Boss Hunter (exUsec),"Spawn Point (442.5 -17.5 261.2)",1,15,99,"(442.5, -17.5, 261.2)"
Boss Hunter (exUsec),"Spawn Point (-158.7 -4.3 296.5)",1,15,99,"(-158.7, -4.3, 296.5)"
Boss Hunter (exUsec),"Spawn Point (-413.1 16.0 -350.7)",1,15,99,"(-413.1, 16.0, -350.7)"
Boss Hunter (exUsec),"Spawn Point (-110.0 -12.9 241.0)",1,15,99,"(-110.0, -12.9, 241.0)"
Boss Hunter (exUsec),"Spawn Point (-544.3 11.0 -438.9)",1,15,99,"(-544.3, 11.0, -438.9)"
Boss Hunter (exUsec),"Spawn Point (135.9 8.5 -665.0)",1,15,99,"(135.9, 8.5, -665.0)"
Boss Hunter (exUsec),"Spawn Point (280.4 8.3 -674.5)",1,15,99,"(280.4, 8.3, -674.5)"
Boss Hunter (exUsec),"Spawn Point (443.5 -11.4 84.1)",1,15,99,"(443.5, -11.4, 84.1)"
Boss Hunter (exUsec),"Spawn Point (187.1 3.4 -149.6)",1,15,99,"(187.1, 3.4, -149.6)"
Boss Hunter (exUsec),"Spawn Point (269.7 17.0 -758.6)",1,15,99,"(269.7, 17.0, -758.6)"
Boss Hunter (exUsec),"Spawn Point (-231.2 1.1 400.9)",1,15,99,"(-231.2, 1.1, 400.9)"
Boss Hunter (exUsec),"Spawn Point (-507.0 24.6 -276.8)",1,15,99,"(-507.0, 24.6, -276.8)"
Boss Hunter (exUsec),"Spawn Point (-171.6 1.0 432.3)",1,15,99,"(-171.6, 1.0, 432.3)"
Boss Hunter (exUsec),"Spawn Point (366.8 1.1 0.6)",1,15,99,"(366.8, 1.1, 0.6)"
Boss Hunter (exUsec),"Spawn Point (-199.9 33.5 -193.5)",1,15,99,"(-199.9, 33.5, -193.5)"
Boss Hunter (exUsec),"Spawn Point (-181.3 34.1 -164.1)",1,15,99,"(-181.3, 34.1, -164.1)"
Boss Hunter (exUsec),"Spawn Point (281.7 8.2 -668.6)",1,15,99,"(281.7, 8.2, -668.6)"
Boss Hunter (exUsec),"Spawn Point (-561.1 15.2 -355.3)",1,15,99,"(-561.1, 15.2, -355.3)"
Boss Hunter (exUsec),"Spawn Point (457.3 -11.0 97.5)",1,15,99,"(457.3, -11.0, 97.5)"
Boss Hunter (exUsec),"Spawn Point (280.5 8.0 -665.4)",1,15,99,"(280.5, 8.0, -665.4)"
Boss Hunter (exUsec),"Spawn Point (355.3 -0.3 -91.5)",1,15,99,"(355.3, -0.3, -91.5)"
Boss Hunter (exUsec),"Spawn Point (-39.3 -13.5 348.4)",1,15,99,"(-39.3, -13.5, 348.4)"
Boss Hunter (exUsec),"Spawn Point (-131.7 28.5 -197.8)",1,15,99,"(-131.7, 28.5, -197.8)"
Boss Hunter (exUsec),"Spawn Point (-473.3 22.1 -218.4)",1,15,99,"(-473.3, 22.1, -218.4)"
Boss Hunter (exUsec),"Spawn Point (96.4 15.0 -761.1)",1,15,99,"(96.4, 15.0, -761.1)"
Boss Hunter (exUsec),"Spawn Point (-442.6 15.3 -180.7)",1,15,99,"(-442.6, 15.3, -180.7)"
Boss Hunter (exUsec),"Spawn Point (-94.1 -1.3 387.8)",1,15,99,"(-94.1, -1.3, 387.8)"
Boss Hunter (exUsec),"Spawn Point (-416.2 15.8 -434.3)",1,15,99,"(-416.2, 15.8, -434.3)"
Boss Hunter (exUsec),"Spawn Point (307.9 -0.6 -159.8)",1,15,99,"(307.9, -0.6, -159.8)"
Boss Hunter (exUsec),"Spawn Point (179.0 18.1 -771.4)",1,15,99,"(179.0, 18.1, -771.4)"
Boss Hunter (exUsec),"Spawn Point (213.5 -14.7 292.0)",1,15,99,"(213.5, -14.7, 292.0)"
Boss Hunter (exUsec),"Spawn Point (472.0 -18.4 229.5)",1,15,99,"(472.0, -18.4, 229.5)"
Boss Hunter (exUsec),"Spawn Point (-352.3 -8.3 132.1)",1,15,99,"(-352.3, -8.3, 132.1)"
Boss Hunter (exUsec),"Spawn Point (263.9 17.3 -762.5)",1,15,99,"(263.9, 17.3, -762.5)"
Boss Hunter (exUsec),"Spawn Point (-293.7 29.0 -199.7)",1,15,99,"(-293.7, 29.0, -199.7)"
Boss Hunter (exUsec),"Spawn Point (-517.1 14.2 -160.3)",1,15,99,"(-517.1, 14.2, -160.3)"
Boss Hunter (exUsec),"Spawn Point (-389.7 14.5 -423.3)",1,15,99,"(-389.7, 14.5, -423.3)"
Boss Hunter (exUsec),"Spawn Point (-530.8 13.8 -404.1)",1,15,99,"(-530.8, 13.8, -404.1)"
Boss Hunter (exUsec),"Spawn Point (-218.3 31.6 -202.2)",1,15,99,"(-218.3, 31.6, -202.2)"
Boss Hunter (exUsec),"Spawn Point (242.9 1.5 -164.3)",1,15,99,"(242.9, 1.5, -164.3)"
Boss Hunter (exUsec),"Spawn Point (-162.9 0.7 436.0)",1,15,99,"(-162.9, 0.7, 436.0)"
Boss Hunter (exUsec),"Spawn Point (-277.3 30.9 -196.4)",1,15,99,"(-277.3, 30.9, -196.4)"
Boss Hunter (exUsec),"Spawn Point (-346.5 -8.4 131.0)",1,15,99,"(-346.5, -8.4, 131.0)"
Boss Hunter (exUsec),"Spawn Point (218.6 -12.3 279.4)",1,15,99,"(218.6, -12.3, 279.4)"
Boss Hunter (exUsec),"Spawn Point (-140.0 30.8 -191.8)",1,15,99,"(-140.0, 30.8, -191.8)"
Boss Hunter (exUsec),"Spawn Point (-147.9 31.1 -189.4)",1,15,99,"(-147.9, 31.1, -189.4)"
Boss Hunter (exUsec),"Spawn Point (-170.9 0.9 431.9)",1,15,99,"(-170.9, 0.9, 431.9)"
Boss Hunter (exUsec),"Spawn Point (-440.0 15.5 -325.2)",1,15,99,"(-440.0, 15.5, -325.2)"
Boss Hunter (exUsec),"Spawn Point (366.0 4.4 -8.9)",1,15,99,"(366.0, 4.4, -8.9)"
Boss Hunter (exUsec),"Spawn Point (-298.3 0.1 205.7)",1,15,99,"(-298.3, 0.1, 205.7)"
Boss Hunter (exUsec),"Spawn Point (268.7 17.5 -756.9)",1,15,99,"(268.7, 17.5, -756.9)"
Boss Hunter (bossKnight),"Spawn Point (375.8 -1.1 -115.3)",1,15,99,"(375.8, -1.1, -115.3)"
Boss Hunter (bossKnight),"Spawn Point (348.8 -0.9 -155.9)",1,15,99,"(348.8, -0.9, -155.9)"
Boss Hunter (bossKnight),"Spawn Point (-517.3 14.9 -366.0)",1,15,99,"(-517.3, 14.9, -366.0)"
Boss Hunter (bossKnight),"Spawn Point (-439.4 15.3 -334.7)",1,15,99,"(-439.4, 15.3, -334.7)"
Boss Hunter (bossKnight),"Spawn Point (-416.2 12.9 -468.8)",1,15,99,"(-416.2, 12.9, -468.8)"
Boss Hunter (bossKnight),"Spawn Point (318.8 -8.4 352.1)",1,15,99,"(318.8, -8.4, 352.1)"
Boss Hunter (bossKnight),"Spawn Point (463.7 -12.2 115.7)",1,15,99,"(463.7, -12.2, 115.7)"
Boss Hunter (bossKnight),"Spawn Point (101.1 15.6 -762.0)",1,15,99,"(101.1, 15.6, -762.0)"
Boss Hunter (bossKnight),"Spawn Point (-203.6 1.1 417.3)",1,15,99,"(-203.6, 1.1, 417.3)"
Boss Hunter (bossKnight),"Spawn Point (-153.0 0.4 434.8)",1,15,99,"(-153.0, 0.4, 434.8)"
Boss Hunter (bossKnight),"Spawn Point (-103.4 23.2 -214.6)",1,15,99,"(-103.4, 23.2, -214.6)"
Boss Hunter (bossKnight),"Spawn Point (104.0 17.6 -757.7)",1,15,99,"(104.0, 17.6, -757.7)"
Boss Hunter (bossKnight),"Spawn Point (-414.2 16.7 -362.9)",1,15,99,"(-414.2, 16.7, -362.9)"
Boss Hunter (bossKnight),"Spawn Point (157.5 24.4 -690.6)",1,15,99,"(157.5, 24.4, -690.6)"
Boss Hunter (bossKnight),"Spawn Point (-155.2 -2.1 181.2)",1,15,99,"(-155.2, -2.1, 181.2)"
Boss Hunter (bossKnight),"Spawn Point (442.5 -17.5 261.2)",1,15,99,"(442.5, -17.5, 261.2)"
Boss Hunter (bossKnight),"Spawn Point (-158.7 -4.3 296.5)",1,15,99,"(-158.7, -4.3, 296.5)"
Boss Hunter (bossKnight),"Spawn Point (-413.1 16.0 -350.7)",1,15,99,"(-413.1, 16.0, -350.7)"
Boss Hunter (bossKnight),"Spawn Point (-110.0 -12.9 241.0)",1,15,99,"(-110.0, -12.9, 241.0)"
Boss Hunter (bossKnight),"Spawn Point (-544.3 11.0 -438.9)",1,15,99,"(-544.3, 11.0, -438.9)"
Boss Hunter (bossKnight),"Spawn Point (135.9 8.5 -665.0)",1,15,99,"(135.9, 8.5, -665.0)"
Boss Hunter (bossKnight),"Spawn Point (280.4 8.3 -674.5)",1,15,99,"(280.4, 8.3, -674.5)"
Boss Hunter (bossKnight),"Spawn Point (443.5 -11.4 84.1)",1,15,99,"(443.5, -11.4, 84.1)"
Boss Hunter (bossKnight),"Spawn Point (187.1 3.4 -149.6)",1,15,99,"(187.1, 3.4, -149.6)"
Boss Hunter (bossKnight),"Spawn Point (269.7 17.0 -758.6)",1,15,99,"(269.7, 17.0, -758.6)"
Boss Hunter (bossKnight),"Spawn Point (-231.2 1.1 400.9)",1,15,99,"(-231.2, 1.1, 400.9)"
Boss Hunter (bossKnight),"Spawn Point (-507.0 24.6 -276.8)",1,15,99,"(-507.0, 24.6, -276.8)"
Boss Hunter (bossKnight),"Spawn Point (-171.6 1.0 432.3)",1,15,99,"(-171.6, 1.0, 432.3)"
Boss Hunter (bossKnight),"Spawn Point (366.8 1.1 0.6)",1,15,99,"(366.8, 1.1, 0.6)"
Boss Hunter (bossKnight),"Spawn Point (-199.9 33.5 -193.5)",1,15,99,"(-199.9, 33.5, -193.5)"
Boss Hunter (bossKnight),"Spawn Point (-181.3 34.1 -164.1)",1,15,99,"(-181.3, 34.1, -164.1)"
Boss Hunter (bossKnight),"Spawn Point (281.7 8.2 -668.6)",1,15,99,"(281.7, 8.2, -668.6)"
Boss Hunter (bossKnight),"Spawn Point (-561.1 15.2 -355.3)",1,15,99,"(-561.1, 15.2, -355.3)"
Boss Hunter (bossKnight),"Spawn Point (457.3 -11.0 97.5)",1,15,99,"(457.3, -11.0, 97.5)"
Boss Hunter (bossKnight),"Spawn Point (280.5 8.0 -665.4)",1,15,99,"(280.5, 8.0, -665.4)"
Boss Hunter (bossKnight),"Spawn Point (355.3 -0.3 -91.5)",1,15,99,"(355.3, -0.3, -91.5)"
Boss Hunter (bossKnight),"Spawn Point (-39.3 -13.5 348.4)",1,15,99,"(-39.3, -13.5, 348.4)"
Boss Hunter (bossKnight),"Spawn Point (-131.7 28.5 -197.8)",1,15,99,"(-131.7, 28.5, -197.8)"
Boss Hunter (bossKnight),"Spawn Point (-473.3 22.1 -218.4)",1,15,99,"(-473.3, 22.1, -218.4)"
Boss Hunter (bossKnight),"Spawn Point (96.4 15.0 -761.1)",1,15,99,"(96.4, 15.0, -761.1)"
Boss Hunter (bossKnight),"Spawn Point (-442.6 15.3 -180.7)",1,15,99,"(-442.6, 15.3, -180.7)"
Boss Hunter (bossKnight),"Spawn Point (-94.1 -1.3 387.8)",1,15,99,"(-94.1, -1.3, 387.8)"
Boss Hunter (bossKnight),"Spawn Point (-416.2 15.8 -434.3)",1,15,99,"(-416.2, 15.8, -434.3)"
Boss Hunter (bossKnight),"Spawn Point (307.9 -0.6 -159.8)",1,15,99,"(307.9, -0.6, -159.8)"
Boss Hunter (bossKnight),"Spawn Point (179.0 18.1 -771.4)",1,15,99,"(179.0, 18.1, -771.4)"
Boss Hunter (bossKnight),"Spawn Point (213.5 -14.7 292.0)",1,15,99,"(213.5, -14.7, 292.0)"
Boss Hunter (bossKnight),"Spawn Point (472.0 -18.4 229.5)",1,15,99,"(472.0, -18.4, 229.5)"
Boss Hunter (bossKnight),"Spawn Point (-352.3 -8.3 132.1)",1,15,99,"(-352.3, -8.3, 132.1)"
Boss Hunter (bossKnight),"Spawn Point (263.9 17.3 -762.5)",1,15,99,"(263.9, 17.3, -762.5)"
Boss Hunter (bossKnight),"Spawn Point (-293.7 29.0 -199.7)",1,15,99,"(-293.7, 29.0, -199.7)"
Boss Hunter (bossKnight),"Spawn Point (-517.1 14.2 -160.3)",1,15,99,"(-517.1, 14.2, -160.3)"
Boss Hunter (bossKnight),"Spawn Point (-389.7 14.5 -423.3)",1,15,99,"(-389.7, 14.5, -423.3)"
Boss Hunter (bossKnight),"Spawn Point (-530.8 13.8 -404.1)",1,15,99,"(-530.8, 13.8, -404.1)"
Boss Hunter (bossKnight),"Spawn Point (-218.3 31.6 -202.2)",1,15,99,"(-218.3, 31.6, -202.2)"
Boss Hunter (bossKnight),"Spawn Point (242.9 1.5 -164.3)",1,15,99,"(242.9, 1.5, -164.3)"
Boss Hunter (bossKnight),"Spawn Point (-162.9 0.7 436.0)",1,15,99,"(-162.9, 0.7, 436.0)"
Boss Hunter (bossKnight),"Spawn Point (-277.3 30.9 -196.4)",1,15,99,"(-277.3, 30.9, -196.4)"
Boss Hunter (bossKnight),"Spawn Point (-346.5 -8.4 131.0)",1,15,99,"(-346.5, -8.4, 131.0)"
Boss Hunter (bossKnight),"Spawn Point (218.6 -12.3 279.4)",1,15,99,"(218.6, -12.3, 279.4)"
Boss Hunter (bossKnight),"Spawn Point (-140.0 30.8 -191.8)",1,15,99,"(-140.0, 30.8, -191.8)"
Boss Hunter (bossKnight),"Spawn Point (-147.9 31.1 -189.4)",1,15,99,"(-147.9, 31.1, -189.4)"
Boss Hunter (bossKnight),"Spawn Point (-170.9 0.9 431.9)",1,15,99,"(-170.9, 0.9, 431.9)"
Boss Hunter (bossKnight),"Spawn Point (-440.0 15.5 -325.2)",1,15,99,"(-440.0, 15.5, -325.2)"
Boss Hunter (bossKnight),"Spawn Point (366.0 4.4 -8.9)",1,15,99,"(366.0, 4.4, -8.9)"
Boss Hunter (bossKnight),"Spawn Point (-298.3 0.1 205.7)",1,15,99,"(-298.3, 0.1, 205.7)"
Boss Hunter (bossKnight),"Spawn Point (268.7 17.5 -756.9)",1,15,99,"(268.7, 17.5, -756.9)"
Boss Hunter (marksman),"Spawn Point (-140.8 61.5 -206.8)",1,15,99,"(-140.8, 61.5, -206.8)"
Scav Base,"Scav Base: Objective #1",5,0,99,"(-177.8, -1.8, 264.3)"
Scav Base,"Scav Base: Objective #2",4,0,99,"(-204.2, -1.9, 204.7)"
Scav Base,"Scav Base: Objective #3",1,0,99,"(-189.1, -1.9, 221.8)"
Scav Base,"Scav Base: Objective #4",2,0,99,"(-192.2, -2.3, 255.1)"
RUAF Roadblock Crates,"RUAF Roadblock Crates: Objective #1",1,0,99,"(-117.9, -1.3, 402.2)"
RUAF Roadblock Crates,"RUAF Roadblock Crates: Objective #2",1,0,99,"(-136.9, -1.5, 414.8)"
Ambulance,"Ambulance: Objective #1",1,0,99,"(-97.6, -15.4, 219.6)"
Sawmill Shack,"Sawmill Shack: Objective #1",2,0,99,"(-24.2, -3.6, 45.3)"
Sawmill Cabins,"Sawmill Cabins: Objective #1",2,5,99,"(-5.2, -1.5, -69.5)"
Sawmill Cabins,"Sawmill Cabins: Objective #2",2,5,99,"(-5.5, -1.5, -74.8)"
Sawmill Cabins,"Sawmill Cabins: Objective #3",1,5,99,"(-1.9, -1.5, -80.5)"
Sawmill Warehouse,"Sawmill Warehouse: Objective #1",2,5,99,"(77.1, -1.8, -47.3)"
Sawmill Warehouse,"Sawmill Warehouse: Objective #2",1,5,99,"(55.5, -2.6, -48.1)"
Sawmill Common Fund Stash,"Sawmill Common Fund Stash: Objective #1",1,15,99,"(24.0, -2.6, -30.5)"
Spine,"Spine: Objective #1",1,3,99,"(-248.3, 26.4, -196.4)"
Spine,"Spine: Objective #2",1,3,99,"(-333.6, 28.1, -227.7)"
Sniper Rock Crates,"Sniper Rock Crates: Objective #1",1,0,99,"(-155.8, 51.2, -275.1)"
Sniper Rock Crates,"Sniper Rock Crates: Objective #2",1,0,99,"(-232.7, 67.8, -229.9)"
Sniper Rock Crates,"Sniper Rock Crates: Objective #3",1,0,99,"(-210.4, 76.3, -272.8)"
Sawmill Checkpoint,"Sawmill Checkpoint: Objective #1",3,0,99,"(239.7, -1.8, -70.8)"
Sawmill Checkpoint,"Sawmill Checkpoint: Objective #2",1,0,99,"(232.0, -2.2, -69.9)"
Sawmill Checkpoint Sniping,"Sawmill Checkpoint Sniping: Objective #1",2,5,99,"(218.1, -0.5, -132.8)"
Sawmill Checkpoint Sniping 2,"Sawmill Checkpoint Sniping 2: Objective #1",2,5,99,"(367.0, 4.4, -9.1)"
Sawmill Checkpoint Nearby Rocks,"Sawmill Checkpoint Nearby Rocks: Objective #1",1,0,99,"(356.6, -0.5, -88.4)"
ZB-014 Inner Room,"ZB-014 Inner Room: Objective #1",1,7,99,"(446.2, -14.2, 61.3)"
Scav House Sniping,"Scav House Sniping: Objective #1",2,5,99,"(315.1, -5.0, 268.4)"
Scav House Sniping,"Scav House Sniping: Objective #2",2,5,99,"(388.1, -11.6, 286.0)"
Scav House Sniping,"Scav House Sniping: Objective #3",2,5,99,"(448.6, -17.1, 245.4)"
Old Sawmill,"Old Sawmill: Objective #1",1,0,99,"(-512.1, 16.0, -177.1)"
Old Sawmill,"Old Sawmill: Objective #2",2,0,99,"(-548.2, 18.2, -205.3)"
Old Sawmill,"Old Sawmill: Objective #3",1,0,99,"(-534.3, 18.2, -205.0)"
Old Sawmill,"Old Sawmill: Objective #4",3,0,99,"(-548.8, 15.2, -206.3)"
Old Sawmill,"Old Sawmill: Objective #5",1,0,99,"(-564.2, 21.4, -216.6)"
Scav Town Sniping,"Scav Town Sniping: Objective #1",2,5,99,"(-508.5, 23.4, -283.2)"
Scav Town Sniping,"Scav Town Sniping: Objective #2",2,5,99,"(-522.0, 21.7, -287.8)"
Scav Town Sniping,"Scav Town Sniping: Objective #3",2,5,99,"(-487.5, 22.5, -271.9)"
Scav Town,"Scav Town: Objective #1",3,0,99,"(-460.6, 15.6, -364.8)"
Scav Town,"Scav Town: Objective #2",1,0,99,"(-463.3, 15.2, -331.6)"
Scav Town,"Scav Town: Objective #3",2,0,99,"(-499.0, 15.2, -403.2)"
Scav Town,"Scav Town: Objective #4",2,0,99,"(-507.2, 15.6, -391.8)"
Scav Town,"Scav Town: Objective #5",3,0,99,"(-454.8, 15.4, -399.0)"
VEX Beach,"VEX Beach: Objective #1",2,0,99,"(-523.8, 10.1, -473.1)"
Scav Bridge Overlook,"Scav Bridge Overlook: Objective #1",1,0,99,"(134.1, 24.6, -758.5)"
Scav Bridge Overlook,"Scav Bridge Overlook: Objective #2",1,0,99,"(131.6, 24.6, -733.8)"
Scav Bridge Overlook,"Scav Bridge Overlook: Objective #3",1,0,99,"(142.0, 24.4, -729.5)"
Scav Bridge Overlook,"Scav Bridge Overlook: Objective #4",1,0,99,"(140.4, 27.2, -726.5)"
Scav Bunker,"Scav Bunker: Objective #1",2,0,99,"(225.0, 24.5, -695.8)"
Scav Bunker,"Scav Bunker: Objective #2",2,0,99,"(224.6, 24.8, -717.6)"
Scav Bunker,"Scav Bunker: Objective #3",2,0,99,"(222.8, 20.2, -707.4)"
USEC Camp North,"USEC Camp North: Objective #1",3,0,99,"(270.3, 23.0, -510.7)"
USEC Camp North,"USEC Camp North: Objective #3",1,0,99,"(289.1, 22.9, -512.7)"
USEC Camp North,"USEC Camp North: Objective #4",2,0,99,"(296.4, 22.9, -507.4)"
USEC Camp South,"USEC Camp South: Objective #1",3,0,99,"(303.4, 23.0, -462.3)"
USEC Camp South,"USEC Camp South: Objective #2",1,0,99,"(297.6, 22.9, -439.8)"
USEC Camp South,"USEC Camp South: Objective #3",4,0,99,"(283.5, 23.2, -436.1)"
Weapon Storage Shack,"Weapon Storage Shack: Objective #1",1,0,99,"(243.1, -8.4, 124.2)"
Sunken Village,"Sunken Village: Objective #1",1,0,99,"(-45.8, 8.7, -599.7)"
Sunken Village,"Sunken Village: Objective #2",1,0,99,"(-172.4, 12.5, -688.4)"
Sunken Village,"Sunken Village: Objective #3",1,0,99,"(-37.0, 10.0, -740.7)"
Northern UN Roadblock,"Northern UN Roadblock: Objective #1",1,0,99,"(-563.8, 9.8, -77.7)"
Dead Man's Place,"Dead Man's Place: Objective #1",1,0,99,"(194.4, -14.9, 260.6)"
Sawmill Patrol,"Sawmill Patrol: Objective #1",2,5,99,"(-23.5, 6.0, -81.3)"
Sawmill Patrol,"Sawmill Patrol: Objective #2",2,5,99,"(-20.3, 4.9, -55.9)"
Sawmill Patrol,"Sawmill Patrol: Objective #3",2,5,99,"(-43.5, 3.7, 24.4)"
Sawmill Patrol,"Sawmill Patrol: Objective #4",2,5,99,"(-32.9, 4.6, -28.5)"
Sawmill Patrol,"Sawmill Patrol: Objective #5",2,5,99,"(-46.5, 5.3, 6.6)"
Sawmill Sniping,"Sawmill Sniping: Objective #1",2,0,99,"(120.3, 3.4, 14.4)"
Sawmill Beach Sniping,"Sawmill Beach Sniping: Objective #1",2,0,99,"(-74.0, -5.5, 162.2)"
Convoy,"Convoy: Objective #1",1,0,99,"(192.1, 10.7, -588.2)"
Convoy,"Convoy: Objective #2",1,0,99,"(197.1, 11.0, -598.1)"
Sawmill Marked Circle,"Sawmill Marked Circle: Objective #1",1,0,99,"(194.0, 0.4, -6.6)"
Sawmill Camp,"Sawmill Camp: Objective #1",1,0,99,"(133.2, -3.7, 100.8)"
ZB014 Outhouses,"ZB014 Outhouses: Objective #1",1,0,99,"(429.1, -5.4, -24.4)"
Scav House,"Scav House: Objective #1",1,0,99,"(414.5, -13.5, 239.3)"
Scav Base Sniping,"Scav Base Sniping: Objective #1",2,0,99,"(-159.7, 5.8, 110.0)"
RUAF Roadblock Sniping,"RUAF Roadblock Sniping: Objective #1",2,0,99,"(-99.2, 0.1, 378.2)"
